Iteration,Group,Sex,Age_Group,Permutation_Delta
4378,Chinese,Male,5-40,-0.017211917323468384
4379,Chinese,Male,5-40,0.05170171505533494
4380,Chinese,Male,5-40,-0.10201357855524185
4381,Chinese,Male,5-40,-0.14962630666057786
4382,Chinese,Male,5-40,-0.13442991142301186
4383,Chinese,Male,5-40,-0.030585150096027247
4384,Chinese,Male,5-40,-0.036256343734734076
4385,Chinese,Male,5-40,0.08742288443875634
4386,Chinese,Male,5-40,0.06875967183194387
4387,Chinese,Male,5-40,-0.17166595304664578
4388,Chinese,Male,5-40,0.0778467592273786
4389,Chinese,Male,5-40,-0.04893356102842095
4390,Chinese,Male,5-40,0.051221870754426524
4391,Chinese,Male,5-40,-0.07926001819556316
4392,Chinese,Male,5-40,-0.0009570036221180356
4393,Chinese,Male,5-40,0.014902266804009745
4394,Chinese,Male,5-40,0.007911054503093817
4395,Chinese,Male,5-40,0.022228748302924206
4396,Chinese,Male,5-40,0.03930691716693535
4397,Chinese,Male,5-40,0.06530478620294833
4398,Chinese,Male,5-40,0.0676753400221013
4399,Chinese,Male,5-40,0.12767301607081816
4400,Chinese,Male,5-40,-0.08952096768282947
4401,Chinese,Male,5-40,-0.05479608518016765
4402,Chinese,Male,5-40,0.028960111862777138
4403,Chinese,Male,5-40,-0.0046109556755074
4404,Chinese,Male,5-40,-0.08090964689560343
4405,Chinese,Male,5-40,-0.019589802319075034
4406,Chinese,Male,5-40,0.06143285873405224
4407,Chinese,Male,5-40,-0.008822671225444667
4408,Chinese,Male,5-40,0.04672450819084495
4409,Chinese,Male,5-40,0.0713635920676825
4410,Chinese,Male,5-40,0.08043576144950815
4411,Chinese,Male,5-40,0.024960278988106488
4412,Chinese,Male,5-40,-0.032158655955535576
4413,Chinese,Male,5-40,0.092525165827124
4414,Chinese,Male,5-40,-0.04340390009005679
4415,Chinese,Male,5-40,0.17004472177122754
4416,Chinese,Male,5-40,0.08576281563923804
4417,Chinese,Male,5-40,-0.072495889696925
4418,Chinese,Male,5-40,0.08240938501997208
4419,Chinese,Male,5-40,0.06464531336011592
4420,Chinese,Male,5-40,-0.016909304232540112
4421,Chinese,Male,5-40,-0.041688613857829404
4422,Chinese,Male,5-40,0.07023907346159475
4423,Chinese,Male,5-40,-0.032090869785389886
4424,Chinese,Male,5-40,0.005223328447911735
4425,Chinese,Male,5-40,0.023856524249328714
4426,Chinese,Male,5-40,-0.04694168141407751
4427,Chinese,Male,5-40,0.04220452415399212
4428,Chinese,Male,5-40,0.06801571340903134
4429,Chinese,Male,5-40,0.09416773269118295
4430,Chinese,Male,5-40,0.10630941773726477
4431,Chinese,Male,5-40,-0.04094311184715593
4432,Chinese,Male,5-40,-0.07177138662550187
4433,Chinese,Male,5-40,0.0020245749135299196
4434,Chinese,Male,5-40,0.15100572467303874
4435,Chinese,Male,5-40,0.04209433361341408
4436,Chinese,Male,5-40,0.0089484857555997
4437,Chinese,Male,5-40,-0.005009335480603783
4438,Chinese,Male,5-40,-0.024043660607011574
4439,Chinese,Male,5-40,-0.00019703629174405712
4440,Chinese,Male,5-40,0.0025349795122389107
4441,Chinese,Male,5-40,-0.04566690754668312
4442,Chinese,Male,5-40,-0.008998602046907056
4443,Chinese,Male,5-40,-0.0710440423398968
4444,Chinese,Male,5-40,0.022796740439594565
4445,Chinese,Male,5-40,-0.07027668001071796
4446,Chinese,Male,5-40,-0.0878872615266757
4447,Chinese,Male,5-40,0.0036771177962022783
4448,Chinese,Male,5-40,-0.044496256877690765
4449,Chinese,Male,5-40,-0.08786337176853287
4450,Chinese,Male,5-40,0.02780990640802572
4451,Chinese,Male,5-40,-0.013605170689666934
4452,Chinese,Male,5-40,0.062032806719533484
4453,Chinese,Male,5-40,0.06592915037266178
4454,Chinese,Male,5-40,-0.016934075622554
4455,Chinese,Male,5-40,-0.07158171542100433
4456,Chinese,Male,5-40,0.12556163851936453
4457,Chinese,Male,5-40,-0.07076665019574335
4458,Chinese,Male,5-40,-0.02479550521167062
4459,Chinese,Male,5-40,0.022299496087558213
4460,Chinese,Male,5-40,0.04179599705653492
4461,Chinese,Male,5-40,0.16407119396898828
4462,Chinese,Male,5-40,-0.03022593199725354
4463,Chinese,Male,5-40,-0.05629953916000008
4464,Chinese,Male,5-40,-0.03448706730910822
4465,Chinese,Male,5-40,0.06814956313379095
4466,Chinese,Male,5-40,0.010909491492713252
4467,Chinese,Male,5-40,0.10355902202400058
4468,Chinese,Male,5-40,-0.11636269214041572
4469,Chinese,Male,5-40,0.02718911752155262
4470,Chinese,Male,5-40,-0.04318256687050104
4471,Chinese,Male,5-40,0.02541794660822272
4472,Chinese,Male,5-40,0.016826957808877996
4473,Chinese,Male,5-40,-0.12865072999799843
4474,Chinese,Male,5-40,0.07470184714607586
4475,Chinese,Male,5-40,0.036295142182101614
4476,Chinese,Male,5-40,0.05651932976249663
4477,Chinese,Male,5-40,-0.10520464639688942
4478,Chinese,Male,5-40,-0.06438356819418867
4479,Chinese,Male,5-40,0.03829662979487036
4480,Chinese,Male,5-40,0.0248204262288223
4481,Chinese,Male,5-40,-0.04815379478268822
4482,Chinese,Male,5-40,0.00177984645759377
4483,Chinese,Male,5-40,-0.024884632818558128
4484,Chinese,Male,5-40,-0.17622578220888174
4485,Chinese,Male,5-40,0.05871158561424994
4486,Chinese,Male,5-40,0.03289434602594454
4487,Chinese,Male,5-40,0.013314344562318725
4488,Chinese,Male,5-40,0.026544863550795883
4489,Chinese,Male,5-40,-0.11478591162364715
4490,Chinese,Male,5-40,-0.16712627242838418
4491,Chinese,Male,5-40,-0.0847796967185972
4492,Chinese,Male,5-40,0.06932335565971948
4493,Chinese,Male,5-40,0.012165710883469405
4494,Chinese,Male,5-40,-0.11950644271604038
4495,Chinese,Male,5-40,0.014354243601605754
4496,Chinese,Male,5-40,-0.03950227494354053
4497,Chinese,Male,5-40,-0.14527072402670704
4498,Chinese,Male,5-40,0.007172425985884745
4499,Chinese,Male,5-40,0.0742720654334974
4500,Chinese,Male,5-40,0.01071505696648467
4501,Chinese,Male,5-40,0.03322305070421461
4502,Chinese,Male,5-40,0.023360079720466498
4503,Chinese,Male,5-40,-0.0754365151281422
4504,Chinese,Male,5-40,-0.07110881582382977
4505,Chinese,Male,5-40,0.03861887058271285
4506,Chinese,Male,5-40,-0.07483977025938615
4507,Chinese,Male,5-40,0.058988068624685974
4508,Chinese,Male,5-40,0.01889080054809633
4509,Chinese,Male,5-40,0.07127143122054691
4510,Chinese,Male,5-40,-0.0333727742901746
4511,Chinese,Male,5-40,-0.1325339909702563
4512,Chinese,Male,5-40,0.0031186938883169812
4513,Chinese,Male,5-40,-0.001981428718901057
4514,Chinese,Male,5-40,-0.03326066951076134
4515,Chinese,Male,5-40,0.028965131571651703
4516,Chinese,Male,5-40,0.09249391531196682
4517,Chinese,Male,5-40,-0.023627020389168862
4518,Chinese,Male,5-40,0.13917353668484012
4519,Chinese,Male,5-40,-0.06886474866437808
4520,Chinese,Male,5-40,0.0011248064023601234
4521,Chinese,Male,5-40,-0.09053731743919124
4522,Chinese,Male,5-40,-0.041235063133849836
4523,Chinese,Male,5-40,0.025595981913576038
4524,Chinese,Male,5-40,-0.005130308123491911
4525,Chinese,Male,5-40,-0.050112315379633454
4526,Chinese,Male,5-40,-0.04603540818813334
4527,Chinese,Male,5-40,0.019790596465528942
4528,Chinese,Male,5-40,-0.06487061274876438
4529,Chinese,Male,5-40,-0.1009401448936047
4530,Chinese,Male,5-40,-0.043869273767038086
4531,Chinese,Male,5-40,-0.09008022407941985
4532,Chinese,Male,5-40,-0.035259618707914164
4533,Chinese,Male,5-40,-0.0994051585996436
4534,Chinese,Male,5-40,0.020975548352988538
4535,Chinese,Male,5-40,-0.12094121431330307
4536,Chinese,Male,5-40,0.005393639082931667
4537,Chinese,Male,5-40,0.029064396510744883
4538,Chinese,Male,5-40,-0.050962901093182245
4539,Chinese,Male,5-40,0.06672135847833127
4540,Chinese,Male,5-40,-0.10503838938694732
4541,Chinese,Male,5-40,-0.07040165541829335
4542,Chinese,Male,5-40,-0.1368408492558324
4543,Chinese,Male,5-40,-0.13464639402642087
4544,Chinese,Male,5-40,0.05117316076445233
4545,Chinese,Male,5-40,0.026615264156003793
4546,Chinese,Male,5-40,0.0030589365652096134
4547,Chinese,Male,5-40,-0.050485032447351585
4548,Chinese,Male,5-40,-0.010109702136759102
4549,Chinese,Male,5-40,-0.12762160377290255
4550,Chinese,Male,5-40,-0.00305093602779527
4551,Chinese,Male,5-40,-0.028466464635215072
4552,Chinese,Male,5-40,0.1172544678320091
4553,Chinese,Male,5-40,-0.00846947763854411
4554,Chinese,Male,5-40,-0.0020938391308813475
4555,Chinese,Male,5-40,0.08418399504211949
4556,Chinese,Male,5-40,0.0008337922099364015
4557,Chinese,Male,5-40,-0.04495845931462883
4558,Chinese,Male,5-40,-0.08167983357515607
4559,Chinese,Male,5-40,-0.05817404640522561
4560,Chinese,Male,5-40,0.009476888641505088
4561,Chinese,Male,5-40,-0.024343291843114345
4562,Chinese,Male,5-40,0.012170982985399537
4563,Chinese,Male,5-40,-0.06091455655116307
4564,Chinese,Male,5-40,0.058650037348770834
4565,Chinese,Male,5-40,0.09631402534459799
4566,Chinese,Male,5-40,0.021233719651166272
4567,Chinese,Male,5-40,-0.032131557522117715
4568,Chinese,Male,5-40,-0.0653670914619271
4569,Chinese,Male,5-40,0.023743441506004492
4570,Chinese,Male,5-40,-0.015546007049254129
4571,Chinese,Male,5-40,0.023338241554831773
4572,Chinese,Male,5-40,-0.04661023844126144
4573,Chinese,Male,5-40,-0.01995692636315649
4574,Chinese,Male,5-40,0.011973564531913672
4575,Chinese,Male,5-40,0.008837252053605749
4576,Chinese,Male,5-40,-0.0027411152839704744
4577,Chinese,Male,5-40,-0.058987690019475014
4578,Chinese,Male,5-40,-0.0225839521040605
4579,Chinese,Male,5-40,-0.05428348031141472
4580,Chinese,Male,5-40,0.0638697186471755
4581,Chinese,Male,5-40,-0.03262875778248353
4582,Chinese,Male,5-40,0.044599997277463777
4583,Chinese,Male,5-40,0.1275492554754758
4584,Chinese,Male,5-40,0.0607185848524161
4585,Chinese,Male,5-40,0.08010237087533123
4586,Chinese,Male,5-40,0.04795787377758853
4587,Chinese,Male,5-40,-0.15609255218455775
4588,Chinese,Male,5-40,0.022080801671838568
4589,Chinese,Male,5-40,0.03688089712361431
4590,Chinese,Male,5-40,-0.08012772140847302
4591,Chinese,Male,5-40,-0.009709299902429969
4592,Chinese,Male,5-40,-0.00861679621828726
4593,Chinese,Male,5-40,0.0026761665297299064
4594,Chinese,Male,5-40,-0.03561383714842381
4595,Chinese,Male,5-40,0.01571004323469527
4596,Chinese,Male,5-40,0.0216152880967051
4597,Chinese,Male,5-40,-0.0010655319258696672
4598,Chinese,Male,5-40,0.02031354981458211
4599,Chinese,Male,5-40,0.04753225516024573
4600,Chinese,Male,5-40,-0.08234117978586464
4601,Chinese,Male,5-40,-0.01696731140880603
4602,Chinese,Male,5-40,0.006730149427518262
4603,Chinese,Male,5-40,-0.004882652362949269
4604,Chinese,Male,5-40,0.03229282027292091
4605,Chinese,Male,5-40,-0.038434423805845386
4606,Chinese,Male,5-40,-0.1491548687454307
4607,Chinese,Male,5-40,-0.04335440416338865
4608,Chinese,Male,5-40,-0.022739801114288083
4609,Chinese,Male,5-40,0.0786368688067709
4610,Chinese,Male,5-40,-0.1330665309641148
4611,Chinese,Male,5-40,-0.039664210506209496
4612,Chinese,Male,5-40,-0.09993661837393675
4613,Chinese,Male,5-40,-0.07444096374375486
4614,Chinese,Male,5-40,-0.043045692078647946
4615,Chinese,Male,5-40,0.0662194204133677
4616,Chinese,Male,5-40,-0.08968977495278385
4617,Chinese,Male,5-40,0.052386879382188445
4618,Chinese,Male,5-40,0.07246111348486073
4619,Chinese,Male,5-40,0.05075773499279257
4620,Chinese,Male,5-40,0.046837350619712614
4621,Chinese,Male,5-40,0.061948031701226425
4622,Chinese,Male,5-40,0.0037843670756669834
4623,Chinese,Male,5-40,0.05972356824756608
4624,Chinese,Male,5-40,-0.030074902954788207
4625,Chinese,Male,5-40,-0.12956752989814824
4626,Chinese,Male,5-40,0.042354930204493435
4627,Chinese,Male,5-40,-0.10209954198577287
4628,Chinese,Male,5-40,-0.04240024860351044
4629,Chinese,Male,5-40,0.008146667433378552
4630,Chinese,Male,5-40,0.0009111076341075108
4631,Chinese,Male,5-40,-0.03168852374694797
4632,Chinese,Male,5-40,-0.02053023186994607
4633,Chinese,Male,5-40,-0.03522155197525789
4634,Chinese,Male,5-40,-0.007006906141482805
4635,Chinese,Male,5-40,0.06067299705306928
4636,Chinese,Male,5-40,-0.10999130802986179
4637,Chinese,Male,5-40,-0.04513616508705409
4638,Chinese,Male,5-40,0.027567754597279892
4639,Chinese,Male,5-40,-0.026344888617040985
4640,Chinese,Male,5-40,0.07012854789252243
4641,Chinese,Male,5-40,0.07677763881816824
4642,Chinese,Male,5-40,-0.09654152135304783
4643,Chinese,Male,5-40,-0.027324373730913898
4644,Chinese,Male,5-40,-0.00927542072677423
4645,Chinese,Male,5-40,0.00707715027312239
4646,Chinese,Male,5-40,0.060949413810929
4647,Chinese,Male,5-40,0.016709630750379345
4648,Chinese,Male,5-40,0.00531004209136543
4649,Chinese,Male,5-40,-0.10794861906329478
4650,Chinese,Male,5-40,0.0361898548634334
4651,Chinese,Male,5-40,-0.0036886180686046544
4652,Chinese,Male,5-40,-0.05947596373096453
4653,Chinese,Male,5-40,-0.07753362899674676
4654,Chinese,Male,5-40,-0.005619947458637142
4655,Chinese,Male,5-40,-0.13604027782283246
4656,Chinese,Male,5-40,0.1608862614861346
4657,Chinese,Male,5-40,0.09331994977058011
4658,Chinese,Male,5-40,0.041138511349355644
4659,Chinese,Male,5-40,0.05424191170983561
4660,Chinese,Male,5-40,-0.049528325437540044
4661,Chinese,Male,5-40,-0.02544788916309404
4662,Chinese,Male,5-40,-0.021955100474960965
4663,Chinese,Male,5-40,0.026903514809939244
4664,Chinese,Male,5-40,-0.07764051007743733
4665,Chinese,Male,5-40,-0.016873168163932473
4666,Chinese,Male,5-40,-0.005581159016863291
4667,Chinese,Male,5-40,-0.11902031840092575
4668,Chinese,Male,5-40,-0.017061746728977756
4669,Chinese,Male,5-40,0.00012774643493140836
4670,Chinese,Male,5-40,-0.02211641741691217
4671,Chinese,Male,5-40,-0.04039969335466176
4672,Chinese,Male,5-40,0.08045561396474943
4673,Chinese,Male,5-40,-0.0002788872517278662
4674,Chinese,Male,5-40,-0.0010244528829539412
4675,Chinese,Male,5-40,0.10516952189912754
4676,Chinese,Male,5-40,0.11448454137815656
4677,Chinese,Male,5-40,-0.1250956234146947
4678,Chinese,Male,5-40,-0.055756947306048854
4679,Chinese,Male,5-40,0.010982701301112119
4680,Chinese,Male,5-40,0.018357800779422728
4681,Chinese,Male,5-40,-0.04799152369364612
4682,Chinese,Male,5-40,-0.00961443533347639
4683,Chinese,Male,5-40,-0.000674901821053675
4684,Chinese,Male,5-40,0.0515331635372025
4685,Chinese,Male,5-40,0.015498011858043226
4686,Chinese,Male,5-40,-0.06143985317120926
4687,Chinese,Male,5-40,-0.025344537670434875
4688,Chinese,Male,5-40,0.08615133939201325
4689,Chinese,Male,5-40,-0.018821280297995235
4690,Chinese,Male,5-40,0.0587455115977471
4691,Chinese,Male,5-40,0.05815182099284244
4692,Chinese,Male,5-40,-0.021524624041546314
4693,Chinese,Male,5-40,0.089501260265481
4694,Chinese,Male,5-40,-0.04554424512953337
4695,Chinese,Male,5-40,-0.1686426391497351
4696,Chinese,Male,5-40,0.030224291707104056
4697,Chinese,Male,5-40,0.004685224430393209
4698,Chinese,Male,5-40,-0.059459903536881686
4699,Chinese,Male,5-40,-0.004697217455617464
4700,Chinese,Male,5-40,0.15360407803306475
4701,Chinese,Male,5-40,-0.05032904918577197
4702,Chinese,Male,5-40,0.014600277008968154
4703,Chinese,Male,5-40,0.11440810363315657
4704,Chinese,Male,5-40,0.06689075659396537
4705,Chinese,Male,5-40,-0.08725553211201875
4706,Chinese,Male,5-40,0.028405773153187708
4707,Chinese,Male,5-40,0.059537098557163715
4708,Chinese,Male,5-40,0.11629942620634015
4709,Chinese,Male,5-40,-0.051216979878064395
4710,Chinese,Male,5-40,0.11451030542391183
4711,Chinese,Male,5-40,-0.01681117727136261
4712,Chinese,Male,5-40,-0.031248747832762547
4713,Chinese,Male,5-40,-0.03364137355706642
4714,Chinese,Male,5-40,-0.0334510281485354
4715,Chinese,Male,5-40,-0.04663856592781723
4716,Chinese,Male,5-40,0.0630654252493017
4717,Chinese,Male,5-40,-0.006372457498449613
4718,Chinese,Male,5-40,0.10708025169829472
4719,Chinese,Male,5-40,0.012814428671843459
4720,Chinese,Male,5-40,0.032675222478725896
4721,Chinese,Male,5-40,-0.0178358898767228
4722,Chinese,Male,5-40,-0.017960948353168416
4723,Chinese,Male,5-40,0.018269513274323357
4724,Chinese,Male,5-40,0.039871640889929116
4725,Chinese,Male,5-40,-0.032176278805930325
4726,Chinese,Male,5-40,-0.11323839294302118
4727,Chinese,Male,5-40,-0.0506950425895627
4728,Chinese,Male,5-40,-0.08477747235186306
4729,Chinese,Male,5-40,0.034899135304004236
4730,Chinese,Male,5-40,-0.048820495216283843
4731,Chinese,Male,5-40,0.036501939168110065
4732,Chinese,Male,5-40,-0.06126925798085714
4733,Chinese,Male,5-40,-0.013390853166264538
4734,Chinese,Male,5-40,-0.006004029248241949
4735,Chinese,Male,5-40,0.11112121753032111
4736,Chinese,Male,5-40,0.041673678835451256
4737,Chinese,Male,5-40,0.05527152250692735
4738,Chinese,Male,5-40,-0.1108809002633746
4739,Chinese,Male,5-40,-0.06370676354878846
4740,Chinese,Male,5-40,0.12419194080793439
4741,Chinese,Male,5-40,0.10944043443765805
4742,Chinese,Male,5-40,0.03809224436111913
4743,Chinese,Male,5-40,-0.0037458362676743295
4744,Chinese,Male,5-40,0.04471496280056986
4745,Chinese,Male,5-40,-0.010080562285117223
4746,Chinese,Male,5-40,-0.08685547301632202
4747,Chinese,Male,5-40,0.10457395245779266
4748,Chinese,Male,5-40,-0.0009893432228107457
4749,Chinese,Male,5-40,-0.04770410405861303
4750,Chinese,Male,5-40,0.021888625668574413
4751,Chinese,Male,5-40,0.08892091619982523
4752,Chinese,Male,5-40,-0.015597673163546988
4753,Chinese,Male,5-40,0.1057899189623932
4754,Chinese,Male,5-40,-0.03062216953489738
4755,Chinese,Male,5-40,0.007779434919393369
4756,Chinese,Male,5-40,0.07809927441492759
4757,Chinese,Male,5-40,0.042491914210999404
4758,Chinese,Male,5-40,0.02712480769229675
4759,Chinese,Male,5-40,-0.02702254160203399
4760,Chinese,Male,5-40,0.09179072600863103
4761,Chinese,Male,5-40,0.04865758945403997
4762,Chinese,Male,5-40,0.0007515297541642596
4763,Chinese,Male,5-40,-0.04165838547586542
4764,Chinese,Male,5-40,-0.029073673999609362
4765,Chinese,Male,5-40,-0.03856709596049268
4766,Chinese,Male,5-40,-0.027690831823119044
4767,Chinese,Male,5-40,-0.0466939868324836
4768,Chinese,Male,5-40,-0.10210316329200708
4769,Chinese,Male,5-40,-0.08561913726644743
4770,Chinese,Male,5-40,0.06642717463395709
4771,Chinese,Male,5-40,-0.05974618518645025
4772,Chinese,Male,5-40,-0.0921762473215022
4773,Chinese,Male,5-40,-0.09329165956642727
4774,Chinese,Male,5-40,-0.006285323294803025
4775,Chinese,Male,5-40,0.07394160950966633
4776,Chinese,Male,5-40,-0.05691675127931073
4777,Chinese,Male,5-40,0.1374455918609414
4778,Chinese,Male,5-40,0.07484624758676217
4779,Chinese,Male,5-40,0.016783236572539773
4780,Chinese,Male,5-40,-0.14937618355161075
4781,Chinese,Male,5-40,0.13209916358307727
4782,Chinese,Male,5-40,0.07302780036649659
4783,Chinese,Male,5-40,0.0727445427968787
4784,Chinese,Male,5-40,-0.012561891105193679
4785,Chinese,Male,5-40,0.09131379057871003
4786,Chinese,Male,5-40,0.012921862588187727
4787,Chinese,Male,5-40,-0.05139244117455477
4788,Chinese,Male,5-40,-0.0013871077101172968
4789,Chinese,Male,5-40,0.029180249345463816
4790,Chinese,Male,5-40,-0.06004309699815935
4791,Chinese,Male,5-40,-0.04210897659936519
4792,Chinese,Male,5-40,0.0851751062969337
4793,Chinese,Male,5-40,-0.00981576414048857
4794,Chinese,Male,5-40,0.1269433381029068
4795,Chinese,Male,5-40,-0.052621873693418086
4796,Chinese,Male,5-40,0.03249437314555648
4797,Chinese,Male,5-40,-0.08364707959768536
4798,Chinese,Male,5-40,-0.021452827853118084
4799,Chinese,Male,5-40,0.014148939909313984
4800,Chinese,Male,5-40,0.0321729310356802
4801,Chinese,Male,5-40,0.06305298413781579
4802,Chinese,Male,5-40,0.0025176610040913427
4803,Chinese,Male,5-40,-0.03452434083372391
4804,Chinese,Male,5-40,0.019257268610567868
4805,Chinese,Male,5-40,-0.034241675208713795
4806,Chinese,Male,5-40,0.020873642801636283
4807,Chinese,Male,5-40,-0.08299877253655308
4808,Chinese,Male,5-40,-0.12324805521821003
4809,Chinese,Male,5-40,0.0010803057753288048
4810,Chinese,Male,5-40,-0.07561136907876032
4811,Chinese,Male,5-40,-0.057922744802973325
4812,Chinese,Male,5-40,-0.010215124289483679
4813,Chinese,Male,5-40,0.016498804916109
4814,Chinese,Male,5-40,0.07749760168994757
4815,Chinese,Male,5-40,0.14315224059699694
4816,Chinese,Male,5-40,-0.0027566671822609745
4817,Chinese,Male,5-40,0.04595255586167846
4818,Chinese,Male,5-40,-0.0838443002367868
4819,Chinese,Male,5-40,0.00878008752544579
4820,Chinese,Male,5-40,0.017748517719030632
4821,Chinese,Male,5-40,0.06293652912267245
4822,Chinese,Male,5-40,-0.12950286072438266
4823,Chinese,Male,5-40,-0.10050257075470648
4824,Chinese,Male,5-40,0.006950760934436362
4825,Chinese,Male,5-40,0.01570159066034238
4826,Chinese,Male,5-40,-0.06661436105739438
4827,Chinese,Male,5-40,-0.05054877284440962
4828,Chinese,Male,5-40,-0.045028013216716456
4829,Chinese,Male,5-40,-0.1282615914807146
4830,Chinese,Male,5-40,0.11987043803010411
4831,Chinese,Male,5-40,0.0700246805313327
4832,Chinese,Male,5-40,0.03928712548433655
4833,Chinese,Male,5-40,-0.009322451156328349
4834,Chinese,Male,5-40,0.1037147899369184
4835,Chinese,Male,5-40,-0.0622435023244976
4836,Chinese,Male,5-40,0.030335027566531947
4837,Chinese,Male,5-40,-0.05116786465517431
4838,Chinese,Male,5-40,0.0023359914618419353
4839,Chinese,Male,5-40,-0.0008550528691881887
4840,Chinese,Male,5-40,-0.03497724358584464
4841,Chinese,Male,5-40,0.07516142066420972
4842,Chinese,Male,5-40,-0.037101724706454675
4843,Chinese,Male,5-40,0.0958541042423906
4844,Chinese,Male,5-40,0.04474674922349742
4845,Chinese,Male,5-40,-0.08120733012527959
4846,Chinese,Male,5-40,-0.03254198589431678
4847,Chinese,Male,5-40,-5.417110540140158e-06
4848,Chinese,Male,5-40,-0.019892090764966452
4849,Chinese,Male,5-40,0.006245947188803891
4850,Chinese,Male,5-40,-0.06569314559429018
4851,Chinese,Male,5-40,0.010317879417188758
4852,Chinese,Male,5-40,-0.0010097629593484037
4853,Chinese,Male,5-40,-0.04007393109070678
4854,Chinese,Male,5-40,-0.029104686142948033
4855,Chinese,Male,5-40,-0.01536856641514106
4856,Chinese,Male,5-40,-0.06232273557676815
4857,Chinese,Male,5-40,-0.027942275676566597
4858,Chinese,Male,5-40,-0.07032201333803245
4859,Chinese,Male,5-40,0.0002783900781244686
4860,Chinese,Male,5-40,0.0021106173823504104
4861,Chinese,Male,5-40,0.011329392203932143
4862,Chinese,Male,5-40,-0.1729677030945096
4863,Chinese,Male,5-40,-0.09275057834565548
4864,Chinese,Male,5-40,-0.044928811039007144
4865,Chinese,Male,5-40,0.05778844029900676
4866,Chinese,Male,5-40,0.03651262606474037
4867,Chinese,Male,5-40,-0.009638340003920165
4868,Chinese,Male,5-40,-0.06745456677217931
4869,Chinese,Male,5-40,-0.13927031651326915
4870,Chinese,Male,5-40,-0.030818092759464122
4871,Chinese,Male,5-40,-0.09159130898992807
4872,Chinese,Male,5-40,0.025059205412889085
4873,Chinese,Male,5-40,-0.011216190284407457
4874,Chinese,Male,5-40,0.08461947401124825
4875,Chinese,Male,5-40,-0.021440242551235222
4876,Chinese,Male,5-40,-0.058873578883033906
4877,Chinese,Male,5-40,-0.014535871177286719
4878,Chinese,Male,5-40,-0.0007028390512000549
4879,Chinese,Male,5-40,-0.027394471965473732
4880,Chinese,Male,5-40,-0.048936514398484565
4881,Chinese,Male,5-40,-0.023723621388328953
4882,Chinese,Male,5-40,-0.0463756152549013
4883,Chinese,Male,5-40,0.09694464399629732
4884,Chinese,Male,5-40,0.007021953854496665
4885,Chinese,Male,5-40,-0.02798005711853624
4886,Chinese,Male,5-40,-0.016904525840444107
4887,Chinese,Male,5-40,0.08413056330251067
4888,Chinese,Male,5-40,0.04266188703214446
4889,Chinese,Male,5-40,0.055511509267456516
4890,Chinese,Male,5-40,0.003260628024690959
4891,Chinese,Male,5-40,-0.14234395078144546
4892,Chinese,Male,5-40,0.0011308194576316044
4893,Chinese,Male,5-40,-0.0001207762978792104
4894,Chinese,Male,5-40,-0.08199488514075681
4895,Chinese,Male,5-40,-0.004497630205450243
4896,Chinese,Male,5-40,-0.020439234287634722
4897,Chinese,Male,5-40,0.02150528404849439
4898,Chinese,Male,5-40,0.10927255004825676
4899,Chinese,Male,5-40,-0.08258041893022994
4900,Chinese,Male,5-40,0.023275696272834878
4901,Chinese,Male,5-40,-0.06760694882830132
4902,Chinese,Male,5-40,-0.13495439254875596
4903,Chinese,Male,5-40,-0.11656869824368621
4904,Chinese,Male,5-40,0.013308785348562058
4905,Chinese,Male,5-40,-0.11887576830557056
4906,Chinese,Male,5-40,-0.0039205438321667785
4907,Chinese,Male,5-40,-0.05940190342869167
4908,Chinese,Male,5-40,-0.07843664426922015
4909,Chinese,Male,5-40,0.0584912714671586
4910,Chinese,Male,5-40,-0.038328614594678845
4911,Chinese,Male,5-40,-0.019889366959006116
4912,Chinese,Male,5-40,0.05089945671769369
4913,Chinese,Male,5-40,-0.10333295401773501
4914,Chinese,Male,5-40,0.0630890609864394
4915,Chinese,Male,5-40,0.018306339257259996
4916,Chinese,Male,5-40,-0.09841122490230925
4917,Chinese,Male,5-40,0.054700385181372546
4918,Chinese,Male,5-40,-0.0774123327092675
4919,Chinese,Male,5-40,0.005268016677733689
4920,Chinese,Male,5-40,-0.010612159412343392
4921,Chinese,Male,5-40,0.02883216996539395
4922,Chinese,Male,5-40,-0.017592122070032357
4923,Chinese,Male,5-40,0.11790978685650533
4924,Chinese,Male,5-40,-0.14508882053511996
4925,Chinese,Male,5-40,0.04344342143294444
4926,Chinese,Male,5-40,-0.0727457298165437
4927,Chinese,Male,5-40,-0.024978012343940037
4928,Chinese,Male,5-40,0.011710846962475818
4929,Chinese,Male,5-40,-0.030875241132440445
4930,Chinese,Male,5-40,0.07449323697600785
4931,Chinese,Male,5-40,-0.009235334682768492
4932,Chinese,Male,5-40,0.01967214356614022
4933,Chinese,Male,5-40,-0.001174524536478705
4934,Chinese,Male,5-40,-0.10973224838578477
4935,Chinese,Male,5-40,0.03710486551299441
4936,Chinese,Male,5-40,0.020176537702811137
4937,Chinese,Male,5-40,-0.04470020717472045
4938,Chinese,Male,5-40,-0.06407952568600561
4939,Chinese,Male,5-40,-0.06315294328174326
4940,Chinese,Male,5-40,-0.024042661578708824
4941,Chinese,Male,5-40,0.020703725521184824
4942,Chinese,Male,5-40,-0.031372424222895434
4943,Chinese,Male,5-40,0.08998400409105156
4944,Chinese,Male,5-40,0.13696726964463624
4945,Chinese,Male,5-40,-0.051575973241431816
